education,experience,industry,skills,jobtitle,location,salary_range,work_hours,company_size,job_type
Master,13,Recruitment,SQL,Retail / Wholesale,Singapore,"$90,000 - $110,000",Remote,Medium (51-500 employees),Developer
Bachelor,14,Education,HTML/CSS,Hospitality / Tourism,Sydney,"$130,000 - $150,000",Contract,Medium (51-500 employees),Consultant
Bachelor,9,Finance,JavaScript,Industrial Products / Heavy Machinery,Tokyo,"$50,000 - $70,000",Remote,Medium (51-500 employees),Manager
PhD,18,Recruitment,SQL,Internet / Ecommerce,London,"$110,000 - $130,000",Contract,Small (1-50 employees),Administrator
Bachelor,14,Recruitment,Java,Hospitality / Tourism,New York,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Manager
PhD,9,Recruitment,Python,Recruitment / Staffing,London,"$50,000 - $70,000",Remote,Small (1-50 employees),Consultant
Bachelor,2,Retail,Python,Industrial Products / Heavy Machinery,Toronto,"$50,000 - $70,000",Contract,Small (1-50 employees),Administrator
PhD,8,Media,Communication,Healthcare / Medical Services,San Francisco,"$130,000 - $150,000",Contract,Medium (51-500 employees),Manager
Bachelor,1,IT,JavaScript,IT-Software / Software Services,London,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Manager
PhD,6,Finance,SQL,Media / Entertainment / Internet,Tokyo,"$130,000 - $150,000",Contract,Small (1-50 employees),Analyst
Bachelor,11,Finance,Data Analysis,Finance / Banking,London,"$130,000 - $150,000",Remote,Medium (51-500 employees),Consultant
High School,18,Finance,Java,Media / Entertainment / Internet,San Francisco,"$50,000 - $70,000",Contract,Medium (51-500 employees),Administrator
PhD,19,Retail,Data Analysis,Hospitality / Tourism,Sydney,"$90,000 - $110,000",Remote,Large (501-10000 employees),Manager
High School,14,Recruitment,Problem Solving,Healthcare / Medical Services,Toronto,"$130,000 - $150,000",Full-time,Small (1-50 employees),Manager
PhD,10,Finance,HTML/CSS,Hospitality / Tourism,Toronto,"$110,000 - $130,000",Contract,Small (1-50 employees),Analyst
Master,17,Education,Machine Learning,Media / Entertainment / Internet,Shanghai,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Manager
Bachelor,15,Finance,JavaScript,Retail / Wholesale,Sydney,"$90,000 - $110,000",Remote,Medium (51-500 employees),Manager
PhD,9,Healthcare,C++,Healthcare / Medical Services,Singapore,"$50,000 - $70,000",Part-time,Small (1-50 employees),Manager
Bachelor,9,Media,Data Analysis,IT-Software / Software Services,Sydney,"$130,000 - $150,000",Contract,Small (1-50 employees),Developer
High School,2,Retail,Data Analysis,Recruitment / Staffing,Tokyo,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Developer
Bachelor,5,Ecommerce,JavaScript,Recruitment / Staffing,Tokyo,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Consultant
Bachelor,7,Healthcare,Java,Industrial Products / Heavy Machinery,London,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Analyst
PhD,18,Industrial,SQL,Media / Entertainment / Internet,Toronto,"$90,000 - $110,000",Remote,Large (501-10000 employees),Consultant
Bachelor,13,Education,C++,Hospitality / Tourism,Tokyo,"$130,000 - $150,000",Remote,Small (1-50 employees),Engineer
PhD,12,Education,Problem Solving,Recruitment / Staffing,Berlin,"$50,000 - $70,000",Contract,Medium (51-500 employees),Designer
Master,16,Education,Communication,Media / Entertainment / Internet,Toronto,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Administrator
PhD,4,Recruitment,SQL,Industrial Products / Heavy Machinery,Singapore,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Manager
Master,11,Hospitality,SQL,Media / Entertainment / Internet,London,"$70,000 - $90,000",Contract,Medium (51-500 employees),Designer
Bachelor,5,Recruitment,Communication,Finance / Banking,Singapore,"$50,000 - $70,000",Contract,Large (501-10000 employees),Manager
PhD,9,Education,Problem Solving,Recruitment / Staffing,Paris,"$110,000 - $130,000",Part-time,Medium (51-500 employees),Engineer
Master,14,Hospitality,Data Analysis,Hospitality / Tourism,Singapore,"$70,000 - $90,000",Contract,Small (1-50 employees),Consultant
High School,6,Education,C++,Industrial Products / Heavy Machinery,San Francisco,"$130,000 - $150,000",Full-time,Medium (51-500 employees),Developer
Master,9,Education,JavaScript,Hospitality / Tourism,London,"$90,000 - $110,000",Remote,Small (1-50 employees),Manager
High School,18,Industrial,Machine Learning,Retail / Wholesale,Sydney,"$50,000 - $70,000",Remote,Medium (51-500 employees),Analyst
Bachelor,19,Finance,Java,Hospitality / Tourism,Berlin,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Designer
High School,2,Education,HTML/CSS,Industrial Products / Heavy Machinery,Sydney,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Manager
High School,6,IT,Java,Education / Teaching,New York,"$130,000 - $150,000",Remote,Small (1-50 employees),Developer
PhD,16,Industrial,Java,Education / Teaching,Sydney,"$90,000 - $110,000",Full-time,Small (1-50 employees),Engineer
Master,7,Industrial,HTML/CSS,Industrial Products / Heavy Machinery,London,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Analyst
Master,14,Retail,HTML/CSS,Education / Teaching,Toronto,"$70,000 - $90,000",Full-time,Small (1-50 employees),Consultant
Master,4,Finance,Python,Recruitment / Staffing,Tokyo,"$90,000 - $110,000",Contract,Small (1-50 employees),Developer
Bachelor,9,IT,C++,Internet / Ecommerce,London,"$110,000 - $130,000",Remote,Small (1-50 employees),Analyst
Master,4,Retail,C++,Industrial Products / Heavy Machinery,New York,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Administrator
Master,2,Industrial,Machine Learning,Recruitment / Staffing,Berlin,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Consultant
PhD,11,Healthcare,Java,Finance / Banking,Toronto,"$70,000 - $90,000",Full-time,Small (1-50 employees),Engineer
PhD,5,Education,Communication,Hospitality / Tourism,London,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Manager
Master,14,Ecommerce,C++,Recruitment / Staffing,Shanghai,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Manager
High School,19,Media,Data Analysis,Media / Entertainment / Internet,New York,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Designer
Master,18,IT,Data Analysis,Hospitality / Tourism,London,"$110,000 - $130,000",Remote,Medium (51-500 employees),Consultant
High School,4,Finance,Python,Media / Entertainment / Internet,Tokyo,"$130,000 - $150,000",Contract,Large (501-10000 employees),Consultant
High School,2,Recruitment,Problem Solving,Recruitment / Staffing,San Francisco,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Engineer
Master,10,Media,Data Analysis,Finance / Banking,New York,"$70,000 - $90,000",Remote,Small (1-50 employees),Administrator
Bachelor,8,Finance,Machine Learning,Internet / Ecommerce,London,"$70,000 - $90,000",Part-time,Small (1-50 employees),Designer
Bachelor,16,IT,Problem Solving,Hospitality / Tourism,New York,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Engineer
High School,12,Healthcare,SQL,Internet / Ecommerce,Tokyo,"$130,000 - $150,000",Full-time,Medium (51-500 employees),Developer
Bachelor,6,Education,JavaScript,Recruitment / Staffing,San Francisco,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Consultant
High School,14,Finance,Java,Media / Entertainment / Internet,London,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Engineer
Master,5,IT,HTML/CSS,IT-Software / Software Services,Berlin,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Engineer
High School,4,Media,Java,Education / Teaching,Paris,"$130,000 - $150,000",Full-time,Small (1-50 employees),Analyst
Bachelor,17,Retail,Data Analysis,Media / Entertainment / Internet,New York,"$90,000 - $110,000",Remote,Large (501-10000 employees),Consultant
PhD,11,Healthcare,Python,Education / Teaching,Shanghai,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Manager
High School,5,Retail,C++,Recruitment / Staffing,Toronto,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Designer
Bachelor,14,IT,Java,Education / Teaching,Tokyo,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Consultant
PhD,18,Recruitment,C++,Media / Entertainment / Internet,Paris,"$70,000 - $90,000",Remote,Large (501-10000 employees),Manager
Bachelor,1,Finance,Problem Solving,Recruitment / Staffing,Berlin,"$90,000 - $110,000",Remote,Large (501-10000 employees),Developer
Master,3,Media,Machine Learning,Finance / Banking,Sydney,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Engineer
Master,2,Hospitality,Machine Learning,Hospitality / Tourism,Paris,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Designer
Master,14,Recruitment,Java,Hospitality / Tourism,Shanghai,"$50,000 - $70,000",Contract,Small (1-50 employees),Developer
Master,19,Hospitality,Problem Solving,Industrial Products / Heavy Machinery,Shanghai,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Developer
Master,8,Ecommerce,Problem Solving,Retail / Wholesale,San Francisco,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Developer
High School,2,Media,Problem Solving,Hospitality / Tourism,San Francisco,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Manager
High School,15,Recruitment,Java,Industrial Products / Heavy Machinery,Paris,"$50,000 - $70,000",Full-time,Small (1-50 employees),Designer
Bachelor,7,Industrial,C++,Retail / Wholesale,Toronto,"$110,000 - $130,000",Contract,Large (501-10000 employees),Consultant
PhD,16,Retail,Java,Media / Entertainment / Internet,Berlin,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Analyst
Master,19,Finance,C++,Retail / Wholesale,Berlin,"$110,000 - $130,000",Remote,Medium (51-500 employees),Developer
Master,6,Retail,Communication,IT-Software / Software Services,Sydney,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Manager
PhD,18,Hospitality,Machine Learning,Industrial Products / Heavy Machinery,London,"$70,000 - $90,000",Remote,Small (1-50 employees),Designer
PhD,5,Education,Python,Internet / Ecommerce,Berlin,"$90,000 - $110,000",Full-time,Small (1-50 employees),Consultant
PhD,18,Education,Java,Media / Entertainment / Internet,Berlin,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Engineer
High School,10,Hospitality,SQL,Media / Entertainment / Internet,Berlin,"$90,000 - $110,000",Full-time,Small (1-50 employees),Analyst
PhD,5,Education,Machine Learning,Education / Teaching,Singapore,"$50,000 - $70,000",Full-time,Small (1-50 employees),Administrator
PhD,17,Media,JavaScript,Recruitment / Staffing,New York,"$130,000 - $150,000",Full-time,Small (1-50 employees),Designer
PhD,2,Education,Communication,Education / Teaching,Singapore,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Analyst
Master,18,Education,Communication,Education / Teaching,Paris,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Administrator
High School,11,Finance,Java,Healthcare / Medical Services,Shanghai,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Consultant
PhD,18,Retail,Python,Healthcare / Medical Services,Singapore,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Designer
PhD,6,Retail,SQL,Education / Teaching,Sydney,"$70,000 - $90,000",Part-time,Large (501-10000 employees),Manager
Master,4,Retail,C++,Internet / Ecommerce,Berlin,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Analyst
Bachelor,14,Retail,C++,Internet / Ecommerce,New York,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Administrator
Master,6,Ecommerce,Machine Learning,Healthcare / Medical Services,Berlin,"$50,000 - $70,000",Part-time,Small (1-50 employees),Designer
Master,12,Media,Machine Learning,Finance / Banking,Sydney,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Engineer
High School,1,Media,SQL,Healthcare / Medical Services,Tokyo,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Developer
Bachelor,7,Hospitality,JavaScript,Recruitment / Staffing,New York,"$130,000 - $150,000",Contract,Medium (51-500 employees),Developer
PhD,11,Ecommerce,JavaScript,Finance / Banking,Paris,"$110,000 - $130,000",Full-time,Small (1-50 employees),Manager
Bachelor,15,Media,C++,Finance / Banking,Berlin,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Developer
Bachelor,8,Healthcare,HTML/CSS,Industrial Products / Heavy Machinery,Berlin,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Developer
High School,14,Healthcare,Communication,Finance / Banking,Berlin,"$90,000 - $110,000",Contract,Large (501-10000 employees),Analyst
PhD,7,Ecommerce,Communication,Industrial Products / Heavy Machinery,Sydney,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Engineer
High School,19,Industrial,Communication,Finance / Banking,Toronto,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Engineer
Bachelor,4,Finance,HTML/CSS,IT-Software / Software Services,New York,"$110,000 - $130,000",Contract,Medium (51-500 employees),Designer
Bachelor,19,Retail,SQL,Retail / Wholesale,Singapore,"$70,000 - $90,000",Full-time,Small (1-50 employees),Engineer
High School,13,Ecommerce,HTML/CSS,Education / Teaching,Singapore,"$50,000 - $70,000",Contract,Medium (51-500 employees),Manager
Master,13,Retail,Communication,Media / Entertainment / Internet,Sydney,"$90,000 - $110,000",Contract,Medium (51-500 employees),Manager
Bachelor,19,Media,Python,Internet / Ecommerce,Singapore,"$110,000 - $130,000",Full-time,Small (1-50 employees),Consultant
Master,19,Industrial,Data Analysis,Recruitment / Staffing,Singapore,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Engineer
Master,8,Media,Data Analysis,Internet / Ecommerce,Tokyo,"$110,000 - $130,000",Remote,Small (1-50 employees),Manager
High School,9,Healthcare,Machine Learning,Industrial Products / Heavy Machinery,San Francisco,"$50,000 - $70,000",Remote,Medium (51-500 employees),Manager
PhD,6,Recruitment,C++,IT-Software / Software Services,Singapore,"$90,000 - $110,000",Full-time,Small (1-50 employees),Developer
High School,14,IT,Python,Industrial Products / Heavy Machinery,San Francisco,"$130,000 - $150,000",Remote,Large (501-10000 employees),Administrator
PhD,19,Retail,Python,Hospitality / Tourism,San Francisco,"$70,000 - $90,000",Contract,Medium (51-500 employees),Analyst
Bachelor,1,Ecommerce,Communication,Media / Entertainment / Internet,Singapore,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Administrator
Bachelor,10,IT,Data Analysis,Finance / Banking,London,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Administrator
PhD,15,Industrial,JavaScript,IT-Software / Software Services,New York,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Designer
Bachelor,11,Ecommerce,Communication,Healthcare / Medical Services,Sydney,"$70,000 - $90,000",Remote,Large (501-10000 employees),Administrator
Bachelor,17,Hospitality,Python,Healthcare / Medical Services,Tokyo,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Designer
High School,11,Finance,Machine Learning,Internet / Ecommerce,London,"$50,000 - $70,000",Remote,Large (501-10000 employees),Analyst
PhD,18,IT,Communication,Finance / Banking,Tokyo,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Developer
Master,9,Industrial,JavaScript,Media / Entertainment / Internet,Tokyo,"$70,000 - $90,000",Remote,Large (501-10000 employees),Engineer
High School,2,Ecommerce,Python,Recruitment / Staffing,Toronto,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Administrator
Master,8,IT,HTML/CSS,Retail / Wholesale,Paris,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Designer
Master,10,Education,JavaScript,Media / Entertainment / Internet,Sydney,"$50,000 - $70,000",Contract,Enterprise (10000+ employees),Engineer
Bachelor,10,Ecommerce,HTML/CSS,Finance / Banking,Tokyo,"$70,000 - $90,000",Full-time,Small (1-50 employees),Analyst
Master,1,Education,JavaScript,Media / Entertainment / Internet,Paris,"$110,000 - $130,000",Part-time,Small (1-50 employees),Manager
PhD,6,Media,JavaScript,Finance / Banking,Toronto,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Developer
Master,16,Finance,Communication,Retail / Wholesale,Singapore,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Developer
Bachelor,6,Retail,Problem Solving,Healthcare / Medical Services,Shanghai,"$70,000 - $90,000",Contract,Medium (51-500 employees),Consultant
High School,17,Hospitality,JavaScript,Healthcare / Medical Services,Singapore,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Consultant
Bachelor,9,Education,HTML/CSS,IT-Software / Software Services,Tokyo,"$70,000 - $90,000",Full-time,Small (1-50 employees),Manager
High School,19,Hospitality,Python,Recruitment / Staffing,Paris,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Manager
Master,11,Healthcare,Python,Healthcare / Medical Services,Singapore,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Administrator
